mode,tag,seed,train_datasets,test_dataset,n_train,n_test,attn_proxy_text,attn_proxy_egemap,attn_proxy_deep,accuracy,f1_weighted,f1_macro,auc_roc,brier_score,mcc,sensitivity,specificity,precision_dem,precision_ctrl
fusion_attn,A->P,43,['adress'],pitt,138,495,0.5237170457839966,0.2445589452981948,0.2317240089178085,0.6727272727272727,0.6582756916996048,0.6637228260869565,0.8120631099973621,0.2911009192466736,0.4306476236055072,0.4632352941176471,0.9282511210762332,0.8873239436619719,0.5864022662889519
fusion_attn,A->P,44,['adress'],pitt,138,495,0.5408167243003845,0.2249242514371872,0.2342591434717178,0.6181818181818182,0.5814411345694485,0.591728525980912,0.7998137035083093,0.349109023809433,0.3754006524907847,0.3308823529411764,0.968609865470852,0.9278350515463918,0.542713567839196
linguistic,A->T,42,['adress'],taukadial,138,102,,,,0.6372549019607843,0.6377156431698229,0.6312652662432828,0.6585031347962382,0.2457172572612762,0.2626547464095637,0.6724137931034483,0.5909090909090909,0.6842105263157895,0.5777777777777777
linguistic,A->T,43,['adress'],taukadial,138,102,,,,0.6176470588235294,0.6037756497948016,0.5888372093023255,0.6404780564263323,0.2445806264877319,0.199155196278531,0.7758620689655172,0.4090909090909091,0.6338028169014085,0.5806451612903226
linguistic,A->T,44,['adress'],taukadial,138,102,,,,0.6372549019607843,0.6377156431698229,0.6312652662432828,0.7047413793103449,0.244901955127716,0.2626547464095637,0.6724137931034483,0.5909090909090909,0.6842105263157895,0.5777777777777777
acoustic_egemaps,A->T,42,['adress'],taukadial,138,102,,,,0.4313725490196078,0.3059698879551821,0.3397321428571428,0.5248824451410659,0.2623647153377533,-0.0346415817328392,0.0517241379310344,0.9318181818181818,0.5,0.4270833333333333
acoustic_egemaps,A->T,43,['adress'],taukadial,138,102,,,,0.4313725490196078,0.35239651416122,0.3775252525252525,0.5548589341692789,0.2859470248222351,-0.0552688447324722,0.1206896551724138,0.8409090909090909,0.5,0.4204545454545454
acoustic_egemaps,A->T,44,['adress'],taukadial,138,102,,,,0.4313725490196078,0.3189955824226924,0.3504611330698287,0.5321316614420062,0.2700882852077484,-0.0404239521994736,0.0689655172413793,0.9090909090909092,0.5,0.425531914893617
acoustic_w2v,A->T,42,['adress'],taukadial,138,102,,,,0.4313725490196078,0.3059698879551821,0.3397321428571428,0.5045062695924765,0.2714476883411407,-0.0346415817328392,0.0517241379310344,0.9318181818181818,0.5,0.4270833333333333
acoustic_w2v,A->T,43,['adress'],taukadial,138,102,,,,0.4215686274509804,0.3007606584415725,0.333923630326508,0.5489811912225705,0.3781254291534424,-0.0767624526187026,0.0517241379310344,0.9090909090909092,0.4285714285714285,0.4210526315789473
acoustic_w2v,A->T,44,['adress'],taukadial,138,102,,,,0.4215686274509804,0.2558485463150777,0.296551724137931,0.510384012539185,0.2912501096725464,-0.1142423088462109,0.0,0.9772727272727272,0.0,0.4257425742574257
acoustic_hubert,A->T,42,['adress'],taukadial,138,102,,,,0.4117647058823529,0.2820378151260504,0.3169642857142857,0.4690438871473354,0.4059546291828155,-0.1187711373697343,0.0344827586206896,0.9090909090909092,0.3333333333333333,0.4166666666666667
acoustic_hubert,A->T,43,['adress'],taukadial,138,102,,,,0.4215686274509804,0.313494784557248,0.3443730253840287,0.5340909090909091,0.2749143838882446,-0.0780012903810506,0.0689655172413793,0.8863636363636364,0.4444444444444444,0.4193548387096774
acoustic_hubert,A->T,44,['adress'],taukadial,138,102,,,,0.4215686274509804,0.3007606584415725,0.333923630326508,0.5105799373040752,0.3939219117164612,-0.0767624526187026,0.0517241379310344,0.9090909090909092,0.4285714285714285,0.4210526315789473
interaction_only,A->T,42,['adress'],taukadial,138,102,,,,0.4803921568627451,0.4036312820161422,0.4275124430795298,0.5135188087774295,0.4646688401699066,0.0954414071001872,0.1551724137931034,0.9090909090909092,0.6923076923076923,0.449438202247191
interaction_only,A->T,43,['adress'],taukadial,138,102,,,,0.4607843137254901,0.3904714452967216,0.4133640071107393,0.5538793103448275,0.2851300239562988,0.0263024162550508,0.1551724137931034,0.8636363636363636,0.6,0.4367816091954023
interaction_only,A->T,44,['adress'],taukadial,138,102,,,,0.4803921568627451,0.3833088742632907,0.411046955005992,0.5574059561128527,0.342607319355011,0.1313705943259799,0.1206896551724138,0.9545454545454546,0.7777777777777778,0.4516129032258064
fusion_gated,A->T,42,['adress'],taukadial,138,102,0.8746100664138794,0.0568612702190876,0.0685286447405815,0.4215686274509804,0.3461420958637559,0.3706995712642476,0.4941222570532915,0.4497085511684418,-0.0854828528289151,0.1206896551724138,0.8181818181818182,0.4666666666666667,0.4137931034482758
fusion_gated,A->T,43,['adress'],taukadial,138,102,0.4584981799125671,0.016165992245078,0.5253358483314514,0.6470588235294118,0.6486928104575163,0.6458333333333333,0.6910266457680251,0.3132113814353943,0.2997024486930199,0.6206896551724138,0.6818181818181818,0.72,0.5769230769230769
fusion_gated,A->T,44,['adress'],taukadial,138,102,0.8499202132225037,0.0528056845068931,0.0972742661833763,0.6176470588235294,0.619456358110603,0.6158377595364558,0.6581112852664576,0.2814732789993286,0.2375422747394687,0.603448275862069,0.6363636363636364,0.6862745098039216,0.5490196078431373
fusion_attn,A->T,42,['adress'],taukadial,138,102,0.5821446180343628,0.2073623090982437,0.2104931026697158,0.6078431372549019,0.6033042846768337,0.6064814814814815,0.6367554858934169,0.3302302658557892,0.2617131082524965,0.4827586206896552,0.7727272727272727,0.7368421052631579,0.53125
fusion_attn,A->T,43,['adress'],taukadial,138,102,0.50554358959198,0.2550312280654907,0.2394252717494964,0.5392156862745098,0.5152084363157027,0.5260504201680672,0.643025078369906,0.3452162742614746,0.1636402337094118,0.3275862068965517,0.8181818181818182,0.7037037037037037,0.48
fusion_attn,A->T,44,['adress'],taukadial,138,102,0.5332490801811218,0.2315234988927841,0.2352273762226104,0.5,0.4348007947296873,0.456028442957231,0.6148119122257053,0.4390004873275757,0.1380876853390168,0.1896551724137931,0.9090909090909092,0.7333333333333333,0.4597701149425287
linguistic,T->P,42,['taukadial'],pitt,102,495,,,,0.5313131313131313,0.4534717807445079,0.4296328671328671,0.4913693616460036,0.2488619089126587,-0.0168347654529756,0.8676470588235294,0.1210762331838565,0.5462962962962963,0.4285714285714285
linguistic,T->P,43,['taukadial'],pitt,102,495,,,,0.5696969696969697,0.5530450963329068,0.5418678114720975,0.6198479952519125,0.2439167201519012,0.1097698460632274,0.7426470588235294,0.358744394618834,0.5855072463768116,0.5333333333333333
linguistic,T->P,44,['taukadial'],pitt,102,495,,,,0.5494949494949495,0.5481482966432799,0.5492300341798669,0.5478353336850434,0.3369112014770508,0.1154109838242419,0.4779411764705882,0.6367713004484304,0.6161137440758294,0.5
acoustic_egemaps,T->P,42,['taukadial'],pitt,102,495,,,,0.4565656565656565,0.3757991253022176,0.3949177727993602,0.5015909390662094,0.2529036998748779,-0.0206438709756166,0.125,0.8609865470852018,0.5230769230769231,0.4465116279069767
acoustic_egemaps,T->P,43,['taukadial'],pitt,102,495,,,,0.4848484848484848,0.4793760780662473,0.4826865463666132,0.5103369823265629,0.2524144947528839,-0.0079533782933479,0.3823529411764705,0.6098654708520179,0.5445026178010471,0.4473684210526316
acoustic_egemaps,T->P,44,['taukadial'],pitt,102,495,,,,0.4626262626262626,0.4116764858700342,0.4260244115082824,0.5217373384331312,0.2575130760669708,-0.018856031668028,0.1911764705882352,0.7937219730941704,0.5306122448979592,0.4458438287153652
acoustic_w2v,T->P,42,['taukadial'],pitt,102,495,,,,0.4929292929292929,0.4844495700790694,0.4747866300869543,0.4876187021893959,0.2500564157962799,-0.0429706702497713,0.6176470588235294,0.3408071748878923,0.5333333333333333,0.4222222222222222
acoustic_w2v,T->P,43,['taukadial'],pitt,102,495,,,,0.4727272727272727,0.469893522602954,0.4625854301770791,0.4524119625428647,0.2548826932907104,-0.0734420158180368,0.5551470588235294,0.3721973094170404,0.5189003436426117,0.4068627450980392
acoustic_w2v,T->P,44,['taukadial'],pitt,102,495,,,,0.5535353535353535,0.5497060984306491,0.542756709536926,0.5450821023476655,0.2481494843959808,0.0888442774213084,0.6433823529411765,0.4439461883408072,0.5852842809364549,0.5051020408163265
acoustic_hubert,T->P,42,['taukadial'],pitt,102,495,,,,0.5353535353535354,0.5319573142815918,0.5250233629263734,0.5281175811131628,0.2492812275886535,0.0525817582034122,0.6213235294117647,0.4304932735426009,0.5709459459459459,0.4824120603015075
acoustic_hubert,T->P,43,['taukadial'],pitt,102,495,,,,0.5070707070707071,0.5042394779883543,0.4973029667365898,0.4988212213136376,0.2511915266513824,-0.0037356973997577,0.5882352941176471,0.4080717488789238,0.547945205479452,0.4482758620689655
acoustic_hubert,T->P,44,['taukadial'],pitt,102,495,,,,0.5353535353535354,0.5344771920114386,0.529109589041096,0.5400290160907413,0.2489123195409774,0.0584997875604721,0.5919117647058824,0.4663677130044843,0.575,0.4837209302325581
interaction_only,T->P,42,['taukadial'],pitt,102,495,,,,0.5474747474747474,0.3888071313658781,0.3537859007832898,0.5160824980216302,0.2496303468942642,-0.0407384503683425,0.9963235294117648,0.0,0.548582995951417,0.0
interaction_only,T->P,43,['taukadial'],pitt,102,495,,,,0.5656565656565656,0.5115254682931297,0.4924432828916306,0.5564082695858612,0.2641727924346924,0.0882406862770775,0.8602941176470589,0.2062780269058296,0.5693430656934306,0.5476190476190477
interaction_only,T->P,44,['taukadial'],pitt,102,495,,,,0.5656565656565656,0.5651721857810852,0.5604252630013755,0.5654593115273014,0.3022005558013916,0.1209665771164788,0.6139705882352942,0.5067264573991032,0.6028880866425993,0.518348623853211
fusion_gated,T->P,42,['taukadial'],pitt,102,495,0.3053126335144043,0.138777956366539,0.5559093952178955,0.5474747474747474,0.4965394342170432,0.4776316285380469,0.5115075178053284,0.2489872127771377,0.0419715867230304,0.8308823529411765,0.2017937219730941,0.5594059405940595,0.4945054945054945
fusion_gated,T->P,43,['taukadial'],pitt,102,495,0.695797860622406,0.0618514977395534,0.242350548505783,0.5575757575757576,0.4519327931965087,0.4245438765055924,0.5800003297283038,0.2861131429672241,0.0591234630161883,0.9448529411764706,0.085201793721973,0.5574837310195228,0.5588235294117647
fusion_gated,T->P,44,['taukadial'],pitt,102,495,0.7561259865760803,0.0551162809133529,0.1887577027082443,0.5636363636363636,0.5643352507929681,0.5609107037256061,0.6158335531522026,0.241453543305397,0.1222829239717344,0.5845588235294118,0.5381165919282511,0.6068702290076335,0.5150214592274678
fusion_attn,T->P,42,['taukadial'],pitt,102,495,0.3358453810214996,0.3345185816287994,0.3296359181404114,0.5353535353535354,0.5019919795748256,0.4862735542560104,0.545032643102084,0.2472081631422042,0.0227080822149913,0.7683823529411765,0.2511210762331838,0.5558510638297872,0.4705882352941176
fusion_attn,T->P,43,['taukadial'],pitt,102,495,0.3141204118728637,0.3506135940551758,0.3352661728858948,0.5555555555555556,0.4401921921921922,0.4113513513513513,0.5423536006330784,0.2561716735363006,0.0507137138281679,0.9558823529411764,0.0672645739910313,0.5555555555555556,0.5555555555555556
fusion_attn,T->P,44,['taukadial'],pitt,102,495,0.3243180513381958,0.3384883105754852,0.3371938169002533,0.5313131313131313,0.5286211430053204,0.5220257716511837,0.5514788314428911,0.2629168629646301,0.0457956475881021,0.6102941176470589,0.4349775784753363,0.5684931506849316,0.4778325123152709
linguistic,T->A,42,['taukadial'],adress,102,138,,,,0.5072463768115942,0.459790169120897,0.4620499885347397,0.4826680672268907,0.2529332935810089,0.0287285595192801,0.8088235294117647,0.2142857142857142,0.5,0.5357142857142857
linguistic,T->A,43,['taukadial'],adress,102,138,,,,0.4855072463768116,0.4481163649613545,0.4501374936865144,0.5991596638655462,0.2460574805736541,-0.025115687799758,0.75,0.2285714285714285,0.4857142857142857,0.4848484848484848
linguistic,T->A,44,['taukadial'],adress,102,138,,,,0.5507246376811594,0.5197401299350325,0.5179175118323192,0.5274159663865546,0.3279043138027191,0.109198936680531,0.2941176470588235,0.8,0.5882352941176471,0.5384615384615384
acoustic_egemaps,T->A,42,['taukadial'],adress,102,138,,,,0.5362318840579711,0.4750610357903485,0.4724014336917562,0.5089285714285714,0.2484062910079956,0.0855012477704337,0.1911764705882352,0.8714285714285714,0.5909090909090909,0.5258620689655172
acoustic_egemaps,T->A,43,['taukadial'],adress,102,138,,,,0.5507246376811594,0.5378798579917319,0.5367121507472384,0.5470588235294117,0.2463446408510208,0.1024900077113484,0.3823529411764705,0.7142857142857143,0.5652173913043478,0.5434782608695652
acoustic_egemaps,T->A,44,['taukadial'],adress,102,138,,,,0.6159420289855072,0.6059231253938248,0.6049689440993788,0.6533613445378151,0.2365475594997406,0.2398027500587061,0.4558823529411764,0.7714285714285715,0.6595744680851063,0.5934065934065934
acoustic_w2v,T->A,42,['taukadial'],adress,102,138,,,,0.5,0.4983388704318937,0.4978642619838633,0.5008403361344538,0.2500464916229248,-0.0016919059999163,0.4411764705882353,0.5571428571428572,0.4918032786885246,0.5064935064935064
acoustic_w2v,T->A,43,['taukadial'],adress,102,138,,,,0.4855072463768116,0.4785357998507521,0.4793559700302885,0.514390756302521,0.2520312368869781,-0.0263456523476914,0.6029411764705882,0.3714285714285714,0.4823529411764706,0.490566037735849
acoustic_w2v,T->A,44,['taukadial'],adress,102,138,,,,0.5144927536231884,0.4346821298345536,0.4376938514869549,0.5775210084033614,0.249086707830429,0.0607201699929237,0.8970588235294118,0.1428571428571428,0.5041322314049587,0.5882352941176471
acoustic_hubert,T->A,42,['taukadial'],adress,102,138,,,,0.4347826086956521,0.4340697004871539,0.4343073365566533,0.3994747899159664,0.2641389369964599,-0.1297392517703124,0.4705882352941176,0.4,0.4324324324324324,0.4375
acoustic_hubert,T->A,43,['taukadial'],adress,102,138,,,,0.4782608695652174,0.4682274247491638,0.4692307692307692,0.4802521008403361,0.2593912482261657,-0.0410797729591008,0.6176470588235294,0.3428571428571428,0.4772727272727273,0.48
acoustic_hubert,T->A,44,['taukadial'],adress,102,138,,,,0.5144927536231884,0.4651954389101596,0.4674883372689051,0.5665966386554622,0.2630651593208313,0.0476568855651203,0.8235294117647058,0.2142857142857142,0.5045045045045045,0.5555555555555556
interaction_only,T->A,42,['taukadial'],adress,102,138,,,,0.4927536231884058,0.3494161402039146,0.3537597002943538,0.4588235294117647,0.2580934166908264,-0.0025042294588337,0.9705882352941176,0.0285714285714285,0.4925373134328358,0.5
interaction_only,T->A,43,['taukadial'],adress,102,138,,,,0.5072463768115942,0.406638898302923,0.4101081216997737,0.557563025210084,0.2891866564750671,0.0469668218313862,0.9264705882352942,0.1,0.5,0.5833333333333334
interaction_only,T->A,44,['taukadial'],adress,102,138,,,,0.5289855072463768,0.4986863293499449,0.5004177109440267,0.5826680672268908,0.2803015112876892,0.0748351412892091,0.7794117647058824,0.2857142857142857,0.5145631067961165,0.5714285714285714
fusion_gated,T->A,42,['taukadial'],adress,102,138,0.3579138815402984,0.124550886452198,0.5175352692604065,0.4420289855072464,0.4061361132299347,0.408187134502924,0.4665966386554622,0.2542078793048858,-0.1250471070574527,0.6911764705882353,0.2,0.4563106796116505,0.4
fusion_gated,T->A,43,['taukadial'],adress,102,138,0.7464136481285095,0.0553691089153289,0.1982170492410659,0.5144927536231884,0.3718121369843454,0.3760712598690869,0.6831932773109244,0.310521125793457,0.1469261773384906,1.0,0.0428571428571428,0.5037037037037037,1.0
fusion_gated,T->A,44,['taukadial'],adress,102,138,0.8981483578681946,0.0291647259145975,0.0726868286728859,0.5434782608695652,0.5356160096438052,0.5364436150359904,0.6342436974789916,0.2455205172300338,0.0940016671662653,0.6764705882352942,0.4142857142857143,0.5287356321839081,0.5686274509803921
fusion_attn,T->A,42,['taukadial'],adress,102,138,0.389680951833725,0.3130857646465301,0.297233372926712,0.5072463768115942,0.4298068567263757,0.4327852998065764,0.6323529411764706,0.2904263436794281,0.0374240594282559,0.8823529411764706,0.1428571428571428,0.5,0.5555555555555556
fusion_attn,T->A,43,['taukadial'],adress,102,138,0.3217668235301971,0.3514608144760132,0.3267724215984344,0.4927536231884058,0.3494161402039146,0.3537597002943538,0.6053571428571428,0.2714985311031341,-0.0025042294588337,0.9705882352941176,0.0285714285714285,0.4925373134328358,0.5
fusion_attn,T->A,44,['taukadial'],adress,102,138,0.337128609418869,0.3359135687351227,0.3269577920436859,0.5217391304347826,0.4928630024610337,0.4945615982241954,0.6046218487394958,0.2560575306415558,0.0574058866440313,0.7647058823529411,0.2857142857142857,0.5098039215686274,0.5555555555555556
linguistic,POOL,42,all,pitt,CV,CV,,,,0.7272272660144438,0.7254362756893731,0.7240781878357936,0.8325846663775653,0.2458052784204483,0.4647439957097724,0.7334911233468405,0.726088068996106,0.7694790351898722,0.7007386680991056
linguistic,POOL,42,all,adress,CV,CV,,,,0.7964673913043478,0.7935101242350558,0.7914999604857617,0.924056368978244,0.1611188128590583,0.6034731593213815,0.8679545454545454,0.7230769230769232,0.7680033416875522,0.8482783882783883
linguistic,POOL,42,all,taukadial,CV,CV,,,,0.6053735737946264,0.5871744681187405,0.5649977963213257,0.6666224747474747,0.3618803024291992,0.1673068766018683,0.7337012987012987,0.425,0.6313131313131313,0.5453571428571429
linguistic,POOL,43,all,pitt,CV,CV,,,,0.7537050302342816,0.753309104729791,0.7516781957738907,0.8348133628416093,0.2187528669834137,0.5168825795921066,0.7193380018995783,0.7963896033044968,0.8156174089068825,0.7024485206268887
linguistic,POOL,43,all,adress,CV,CV,,,,0.8765639187574671,0.8763143293452332,0.8754718719766557,0.9475612622671448,0.1139335751533508,0.7576321182052197,0.8989010989010989,0.8560948855066502,0.8620238095238095,0.8982887700534758
linguistic,POOL,43,all,taukadial,CV,CV,,,,0.5709382151029748,0.5702065564107899,0.5641394716394716,0.694002664002664,0.3915296554565429,0.2387485900005532,0.6119658119658119,0.6378787878787879,0.6997435897435897,0.5294155844155843
linguistic,POOL,44,all,pitt,CV,CV,,,,0.7362352038696027,0.7366023241862261,0.7352826182157207,0.8283668670335931,0.2295756340026855,0.4779422939127666,0.7117971644212098,0.7673854136439636,0.7917301160294559,0.684983660130719
linguistic,POOL,44,all,adress,CV,CV,,,,0.8491675191675192,0.8483690796334475,0.8484925364235709,0.9333676837910498,0.1312932386994361,0.70965469510206,0.8630525030525031,0.8376518218623481,0.8480288957688339,0.8708180708180709
linguistic,POOL,44,all,taukadial,CV,CV,,,,0.6056206263636603,0.5992421287750404,0.5829585819835181,0.6788888888888889,0.3384331852197647,0.1970465951777343,0.7097222222222221,0.4716666666666667,0.6336904761904762,0.5809523809523809
acoustic_egemaps,POOL,42,all,pitt,CV,CV,,,,0.5710432494883046,0.5672626737200452,0.5684564156326565,0.6013124014509954,0.250006890296936,0.1641098195856121,0.4756331667626619,0.6849012803208039,0.6517384318068313,0.5160709140502202
acoustic_egemaps,POOL,42,all,adress,CV,CV,,,,0.6379428341384863,0.626446630889804,0.628615999010736,0.7076442307692308,0.2315936475992202,0.3071519544763808,0.8121212121212121,0.4788461538461538,0.5996791443850267,0.725
acoustic_egemaps,POOL,42,all,taukadial,CV,CV,,,,0.6017433443749234,0.5234485927477625,0.4930158654251041,0.5381854256854257,0.2468605726957321,0.1519408470992901,0.9178571428571428,0.2083333333333333,0.5985964912280701,0.4
acoustic_egemaps,POOL,43,all,pitt,CV,CV,,,,0.5218477872509502,0.5192122070645209,0.5210891341073511,0.5754486575681943,0.2548119902610778,0.0663284779356515,0.4610519529731352,0.6048758865248227,0.584709929729277,0.4820295922463726
acoustic_egemaps,POOL,43,all,adress,CV,CV,,,,0.6161433691756273,0.6080596467435178,0.6075689715689716,0.7184496875673346,0.2186436295509338,0.2510793410264526,0.7483516483516484,0.4926641985465515,0.5944510412860796,0.668006993006993
acoustic_egemaps,POOL,43,all,taukadial,CV,CV,,,,0.6693592677345539,0.6587874297073382,0.625759347864611,0.6998528554778556,0.2300229251384735,0.3203902122627314,0.8551282051282051,0.4492640692640693,0.6747619047619048,0.6666666666666666
acoustic_egemaps,POOL,44,all,pitt,CV,CV,,,,0.5626386195885051,0.5571509863384977,0.5594884007156639,0.6050374071905879,0.2462812066078186,0.1514878416395624,0.4533082065389021,0.695023836172947,0.6443750857123439,0.5103940918472653
acoustic_egemaps,POOL,44,all,adress,CV,CV,,,,0.6173862873862874,0.610553894632842,0.611290426619374,0.6956182001919423,0.2311398446559906,0.2386622853040908,0.7042246642246642,0.5337651821862348,0.6075911704394676,0.6317460317460317
acoustic_egemaps,POOL,44,all,taukadial,CV,CV,,,,0.6180656289015423,0.5696808098855437,0.5379138603332152,0.5830555555555555,0.2523191303014755,0.2130975453496225,0.8944444444444445,0.2433333333333333,0.6038157894736842,0.73
acoustic_w2v,POOL,42,all,pitt,CV,CV,,,,0.6645808869879208,0.662746012234414,0.6622840920746567,0.7237277016008192,0.2228803366422653,0.3472345998803027,0.5969184674593406,0.7448921610029972,0.7520469805912136,0.6007868916797487
acoustic_w2v,POOL,42,all,adress,CV,CV,,,,0.6537540257648953,0.6408655744717653,0.6432968350319614,0.7505446289821289,0.2284594565629959,0.3432221685176373,0.7879545454545454,0.535897435897436,0.6310372405372405,0.7356468531468532
acoustic_w2v,POOL,42,all,taukadial,CV,CV,,,,0.5483302662250031,0.5426874700806589,0.5358829158457641,0.5721681096681096,0.2970326542854309,0.1205578718442325,0.5641558441558442,0.5611111111111111,0.622063492063492,0.4946275946275946
acoustic_w2v,POOL,43,all,pitt,CV,CV,,,,0.6646536033945702,0.6657583739739907,0.6630549086767574,0.7119897125024994,0.2422520250082016,0.3322168370142869,0.6404770106740549,0.6926067726599641,0.7199507113739967,0.611412313353014
acoustic_w2v,POOL,43,all,adress,CV,CV,,,,0.7063512544802868,0.6950221217161899,0.696743720899731,0.8058833323539206,0.1964595437049865,0.4562100743665046,0.867032967032967,0.5637734814205403,0.6662710622710624,0.8191919191919192
acoustic_w2v,POOL,43,all,taukadial,CV,CV,,,,0.5251716247139588,0.5145579693634613,0.5143173493173492,0.5426145382395383,0.2880681753158569,0.1813710937823996,0.4579059829059829,0.713939393939394,0.7162393162393162,0.4867685255920549
acoustic_w2v,POOL,44,all,pitt,CV,CV,,,,0.6354626821072162,0.6348301797741162,0.6345752121805331,0.7020651807722104,0.2301671683788299,0.2801439172450982,0.58886807925619,0.6928682170542635,0.6932861275419887,0.585272310528676
acoustic_w2v,POOL,44,all,adress,CV,CV,,,,0.6837703637703638,0.6671849617087711,0.6684281591424448,0.8038813376071907,0.2108169764280319,0.4137697337281742,0.884932844932845,0.4899942163100058,0.630853889943074,0.8294444444444444
acoustic_w2v,POOL,44,all,taukadial,CV,CV,,,,0.5501509498413523,0.5425453225824743,0.5322056766762648,0.4948611111111111,0.2981158018112183,0.0970998901564932,0.5375,0.5566666666666666,0.6184615384615385,0.4817857142857143
acoustic_hubert,POOL,42,all,pitt,CV,CV,,,,0.7250972275367864,0.7249955452797449,0.7226931973646634,0.78984862277028,0.2068034887313842,0.4495237062869791,0.7274395658926828,0.7213976360028526,0.7618028648955638,0.6884685156113728
acoustic_hubert,POOL,42,all,adress,CV,CV,,,,0.7167773752012883,0.7144816349563895,0.7155999192485869,0.7806298562548563,0.2284395903348922,0.4534464637571949,0.7237878787878789,0.7253205128205128,0.7171451914098972,0.7408333333333333
acoustic_hubert,POOL,42,all,taukadial,CV,CV,,,,0.5065084038768249,0.5053017130012036,0.4864140061975376,0.4611544011544011,0.3792484223842621,-0.0193462485141845,0.5380194805194806,0.4444444444444445,0.5466666666666666,0.4321428571428571
acoustic_hubert,POOL,43,all,pitt,CV,CV,,,,0.7310421384296372,0.7311769856894755,0.7284104096452992,0.7973434395845569,0.2055136710405349,0.4617419299032683,0.7359934154515436,0.7261895019873743,0.7669388714733543,0.6943861837984512
acoustic_hubert,POOL,43,all,adress,CV,CV,,,,0.7665424133811231,0.7629864646372656,0.7619327474538528,0.8107088989441931,0.1957028836011886,0.556647577821115,0.8802197802197803,0.6599958864664747,0.720343137254902,0.8536130536130535
acoustic_hubert,POOL,43,all,taukadial,CV,CV,,,,0.5022196796338674,0.4990545673647032,0.4995701017249004,0.5338389388389388,0.3589813232421875,0.1228671052792524,0.5131410256410256,0.6048917748917748,0.6456410256410257,0.4826432391138273
acoustic_hubert,POOL,44,all,pitt,CV,CV,,,,0.7133698454189901,0.7139650092686545,0.7122265539985267,0.7949855732064461,0.1965264916419982,0.428625790779382,0.6920731939006772,0.7380652627506252,0.7644117647058823,0.6627098425577127
acoustic_hubert,POOL,44,all,adress,CV,CV,,,,0.7234727034727035,0.71830236973372,0.7188839040652543,0.7840468443580069,0.2134701162576675,0.4650085300793094,0.8204151404151403,0.6304453441295548,0.6853155616313511,0.7948412698412699
acoustic_hubert,POOL,44,all,taukadial,CV,CV,,,,0.4994168885809752,0.4990404023221361,0.4800385544967588,0.4697222222222222,0.3487163126468658,-0.0347554382287345,0.5666666666666667,0.3933333333333333,0.5507602339181286,0.4196031746031746
interaction_only,POOL,42,all,pitt,CV,CV,,,,0.7417748308439511,0.7383260057279168,0.7377281783585161,0.8290277852703918,0.2293607860803604,0.4944410719961654,0.7212398558291394,0.7682523042330776,0.788699697107585,0.7109940455872872
interaction_only,POOL,42,all,adress,CV,CV,,,,0.7984500805152979,0.7965722611992634,0.7959491258804761,0.9255346736596736,0.1680178821086883,0.6123832593945293,0.8604545454545456,0.741025641025641,0.7670396270396271,0.8571428571428571
interaction_only,POOL,42,all,taukadial,CV,CV,,,,0.6060225739173107,0.6011129689024426,0.5956335282651072,0.6151695526695526,0.3299896150827408,0.2589194494802881,0.6651948051948052,0.5833333333333333,0.6674131424131424,0.6046153846153846
interaction_only,POOL,43,all,pitt,CV,CV,,,,0.7518249146454031,0.7519502541096169,0.7498144743993798,0.8227888178882571,0.2298161894083023,0.5058262116393768,0.7489392873136715,0.7568866417270673,0.7882198968649847,0.7176117853223578
interaction_only,POOL,43,all,adress,CV,CV,,,,0.8728458781362007,0.8729932641206279,0.8724884923196937,0.9419002566061391,0.11215156242251396,0.7505865429876911,0.8989010989010989,0.853311394487865,0.8553571428571429,0.8936130536130535
interaction_only,POOL,43,all,taukadial,CV,CV,,,,0.55675057208238,0.5525187066713517,0.5511148638083623,0.7009367021867021,0.37595468759536743,0.2449717953131969,0.5802350427350427,0.6575757575757576,0.7179487179487178,0.5354761904761904
interaction_only,POOL,44,all,pitt,CV,CV,,,,0.7528381544872452,0.7521019507131534,0.7514033346914794,0.8390229680871754,0.21214926838874817,0.5225905452210032,0.7001700890699967,0.8181657892191408,0.8377210884353742,0.6892794314193861
interaction_only,POOL,44,all,adress,CV,CV,,,,0.8109700909700909,0.8080230328619132,0.8079514907315476,0.8881117883466063,0.16307642608880996,0.6377327098777107,0.820830280830281,0.8009253903990745,0.8254761904761905,0.8292124542124542
interaction_only,POOL,44,all,taukadial,CV,CV,,,,0.5936589038756221,0.5918717338060453,0.5877398205659075,0.6706944444444444,0.3133509874343872,0.21579060999855648,0.6125,0.5983333333333333,0.6619047619047619,0.56
